Week,DistrictName,DistrictCode,DistrictOrganizationId,Status,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High
Week of 3/8/2021,Monroe School District,31103,100150,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2",,,2419,0,165,1094,1116,1397,0,66,48,58,1924,0,69,67,73
Week of 3/8/2021,Montesano School District,14066,100151,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,685,0,65,310,620,245,0,46,99,199,428,0,77,175,351
Week of 3/8/2021,Morton School District,21214,100152,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,156,0,16,0,140,51,0,4,0,47,107,0,17,0,90
Week of 3/8/2021,Moses Lake School District,13161,100153,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,3975,0,1242,2252,2733,1924,0,800,846,1124,2681,0,680,1005,2001
Week of 3/8/2021,Mossyrock School District,21206,100154,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,299,0,71,228,246,100,0,9,91,94,160,0,20,140,143
Week of 3/8/2021,Mount Adams School District,39209,100155,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8",,,469,0,226,123,493,147,0,38,35,142,243,0,181,6,25
Week of 3/8/2021,Mount Baker School District,37507,100156,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,759,126,233,200,400,263,20,52,95,191,481,0,96,192,385
Week of 3/8/2021,Mount Pleasant School District,30029,100157,Complete,Small Groups + Remote,Small Groups + Remote,Not Applicable,,Students with Disabilities,,44,0,6,19,38,21,0,3,15,18,0,0,0,0,0
Week of 3/8/2021,Mount Vernon School District,29320,100158,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Students with limited access to Wifi infrastructure,2575,0,342,1120,1399,1451,0,28,135,155,1939,0,0,50,50
Week of 3/8/2021,Muckleshoot Indian Tribe,17903,105771,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,280,0,154,66,126,133,0,128,31,67,142,0,78,36,64
Week of 3/8/2021,Mukilteo School District,31006,100159,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,Grade 2,"English Language Learners,Students with Disabilities,Other - Write In (Required)",Struggling Students,6503,0,454,802,816,3571,0,0,20,28,5408,0,0,265,933
Week of 3/8/2021,Naches Valley School District,39003,100160,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,373,10,15,160,373,428,8,14,200,428,384,8,0,192,384
Week of 3/8/2021,Napavine School District,21014,100161,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,385,0,58,163,327,140,0,26,57,114,216,1,59,78,157
Week of 3/8/2021,Naselle-Grays River Valley School District,25155,100162,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,135,0,20,115,115,79,0,8,60,67,86,0,10,55,76
Week of 3/8/2021,Nespelem School District #14,24014,100163,Complete,100% Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Low Income,Students with Disabilities",,85,0,0,1,2,60,0,0,1,4,0,0,0,0,0
Week of 3/8/2021,Newport School District,26056,100164,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,303,0,42,303,337,297,0,51,297,322,364,0,49,182,364
Week of 3/8/2021,Nine Mile Falls School District,32325,100165,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,541,0,31,510,510,326,0,34,292,292,414,0,57,371,371
Week of 3/8/2021,Nooksack Valley School District,37506,100166,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,966,0,143,823,823,415,0,50,192,365,456,0,112,209,344
Week of 3/8/2021,North Beach School District,14064,100167,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,470,0,151,235,235,150,2,140,60,100,150,2,100,40,90
Week of 3/8/2021,North Central Educational Service District 171,0,0,Complete,Not Applicable,Not Applicable,Not Applicable,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 3/8/2021,North Franklin School District,11051,100168,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,987,5,39,943,943,309,0,9,150,300,596,0,14,291,582
Week of 3/8/2021,North Kitsap School District,18400,100169,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"Section 504,Students with Disabilities",,2301,20,70,1855,1857,1254,9,2,23,23,1611,39,7,10,12
Week of 3/8/2021,North Mason School District,23403,100170,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,924,0,94,460,880,498,0,70,224,448,729,0,111,20,40
Week of 3/8/2021,North River School District,25200,100171,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,34,0,6,28,28,15,0,6,9,9,16,0,0,16,16
Week of 3/8/2021,North Thurston Public Schools,34003,100172,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Students failing classes,6564,0,2362,3034,4383,3520,0,0,73,368,4172,0,0,135,679
Week of 3/8/2021,Northport School District,33211,100173,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,160,65,2,160,160,90,55,0,35,35,52,0,0,52,52
Week of 3/8/2021,Northshore School District,17417,100174,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,Students with Disabilities,,10396,0,4,16,16,5336,0,3,5,5,6787,0,15,17,17
Week of 3/8/2021,Oak Harbor School District,15201,100175,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2678,197,478,1013,1964,1289,95,272,473,929,1570,54,381,683,1322
Week of 3/8/2021,Oakesdale School District,38324,100176,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,0,34,34,51,0,2,49,49
Week of 3/8/2021,Oakville School District,14400,100177,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,91,122,56,2,2,31,52,79,19,5,58,74
Week of 3/8/2021,Ocean Beach School District,25101,100178,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,74,253,337,242,0,55,94,187,344,0,135,108,216
Week of 3/8/2021,Ocosta School District,14172,100179,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,Students with Disabilities,,315,0,51,117,269,101,0,0,45,95,163,0,0,5,5
Week of 3/8/2021,Odessa School District,22105,100180,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,102,0,0,102,102,35,0,0,35,35,72,0,0,72,72
Week of 3/8/2021,Office of the Governor (Sch for Blind),0,0,Complete,Not Applicable,Partial In-Person for All Students,Partial In-Person for All Students,,,,0,0,0,0,0,18,0,6,12,12,42,0,18,24,24
Week of 3/8/2021,Okanogan School District,24105,100181,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,434,0,22,206,412,255,0,19,118,236,300,0,56,122,244
Week of 3/8/2021,Olympia School District,34111,100182,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,4231,0,1742,1171,2343,2237,0,0,139,139,3298,0,0,1300,1300
Week of 3/8/2021,Omak School District,24019,100183,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,3252,2483,111,329,658,2504,2139,83,282,282,2041,1635,61,345,345
Week of 3/8/2021,Onalaska School District,21300,100184,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,372,0,10,362,362,204,0,13,191,191,243,0,15,227,227
Week of 3/8/2021,Onion Creek School District,33030,100185,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,37,0,1,36,36,6,0,3,3,3,0,0,0,0,0
Week of 3/8/2021,Orcas Island School District,28137,100186,Complete,Phase-In,Phase-In,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7","English Language Learners,Students with Disabilities,Students with Inadequate Internet Connectivity",,342,0,5,134,159,231,0,0,45,125,190,0,0,20,20
Week of 3/8/2021,Orchard Prairie School District,32123,100187,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,69,0,2,69,69,10,0,0,10,10,0,0,0,0,0
Week of 3/8/2021,Orient School District,10065,100188,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,26,0,3,23,0,15,0,1,14,0,0,0,0,0,0
Week of 3/8/2021,Orondo School District,9013,100189,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,122,0,14,0,108,52,0,26,0,26,0,0,0,0,0
Week of 3/8/2021,Oroville School District,24410,100190,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,262,5,47,215,215,77,2,18,59,59,140,15,32,108,108
Week of 3/8/2021,Orting School District,27344,100191,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities",,1045,0,170,828,875,655,0,0,60,70,831,0,0,72,99
Week of 3/8/2021,Othello School District,1147,100192,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2437,0,138,2185,2185,752,0,39,714,714,1302,0,77,1193,1193
Week of 3/8/2021,Palisades School District,9102,100193,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0
Week of 3/8/2021,Palouse School District,38301,100194,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,89,0,6,83,83,29,0,2,27,28,86,0,5,81,81
Week of 3/8/2021,Pasco School District,11001,100195,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Homeless,Migrant,Section 504,Students with Disabilities",,8192,152,1336,4937,6537,4491,80,1041,2166,2901,5776,172,1522,3371,4156
Week of 3/8/2021,Paterson School District,3050,100197,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,85,0,2,85,85,54,0,3,52,53,0,0,0,0,0
Week of 3/8/2021,Pe Ell School District,21301,100198,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,113,0,14,60,100,62,0,10,26,52,75,0,5,60,70
Week of 3/8/2021,Peninsula School District,27401,100199,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9",,,3586,0,620,2239,2966,1958,0,471,743,1487,2778,24,185,336,671
Week of 3/8/2021,Pomeroy School District,12110,100201,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,166,0,4,166,166,50,0,0,50,50,94,0,2,93,93
Week of 3/8/2021,Port Angeles School District,5121,100202,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1766,503,25,1238,1288,558,160,19,379,387,1032,218,12,802,822
Week of 3/8/2021,Port Townsend School District,16050,100203,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,426,0,108,134,267,259,0,78,81,161,417,0,15,100,204
Week of 3/8/2021,Prescott School District,36402,100204,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,120,0,0,60,120,57,0,0,28,57,67,0,0,33,67
Week of 3/8/2021,Prosser School District,3116,100205,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Homeless,Migrant,Students with Disabilities,Students with Inadequate Internet Connectivity",,994,0,149,0,845,616,0,424,0,192,790,5,647,0,143
Week of 3/8/2021,Pullman School District,38267,100206,Complete,Partial In-Person for All Students,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,1142,0,225,917,917,635,0,122,257,513,787,12,314,262,473
Week of 3/8/2021,Puyallup School District,27003,100207,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,11568,87,2283,9080,9080,5205,67,1795,3566,3566,4780,187,2403,2935,2935
Week of 3/8/2021,Queets-Clearwater School District,16020,100208,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,31,0,5,26,26,12,0,5,7,7,0,0,0,0,0
Week of 3/8/2021,Quilcene School District,16048,100209,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,430,354,4,72,72,204,158,7,39,39,100,0,12,44,88
Week of 3/8/2021,Quileute Tribal School District,5903,105979,Complete,100% Remote,100% Remote,100% Remote,,,,59,0,0,0,0,33,0,0,0,0,41,0,0,0,0
Week of 3/8/2021,Quincy School District,13144,100212,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1416,0,387,979,994,728,0,327,402,376,889,44,436,309,409
Week of 3/8/2021,Rainier Prep Charter School District,17908,105732,Complete,Not Applicable,Small Groups + Remote,Not Applicable,,Students with Disabilities,,0,0,0,0,0,343,0,1,13,13,0,0,0,0,0
Week of 3/8/2021,Rainier School District,34307,100213,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,414,0,80,334,334,223,0,27,194,194,213,0,40,170,170
Week of 3/8/2021,Rainier Valley Leadership Academy,0,0,Complete,Not Applicable,100% Remote,Small Groups + Remote,,"English Language Learners,Students with Disabilities",,0,0,0,0,0,97,0,0,0,0,69,0,0,3,3
Week of 3/8/2021,Raymond School District,25116,100214,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,222,0,22,100,200,128,0,12,58,116,166,0,24,71,142
Week of 3/8/2021,Renton School District,17403,100216,Complete,Phase-In,100% Remote,Small Groups + Remote,Grade K,Students with Disabilities,,6979,59,576,651,651,3618,33,0,0,0,4138,99,0,1,1
Week of 3/8/2021,Republic School District,10309,100217,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,188,22,46,120,120,58,7,12,39,39,130,28,27,75,75
Week of 3/8/2021,Richland School District,3400,100218,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,6218,458,535,5225,5225,3288,170,570,1274,2548,4334,310,625,1700,3399
Week of 3/8/2021,Ritzville School District,1160,100220,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,149,0,16,133,133,88,0,14,74,74,94,1,23,71,71
