,Week,DistrictName,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,OrganizationLevel,County,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,Unnamed: 0,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,_merge
3039,3/29/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,362,20,54,74,10.57,20,22,17,12,3,0,0,142,294.97,both
3040,3/29/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,46,0,3,43,43,20,0,3,17,17,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,362,20,54,74,10.57,20,22,17,12,3,0,0,142,294.97,both
3041,4/12/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,363,33,33,330,330,238,20,20,218,218,242,20,20,222,222,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,286,19,65,84,12.0,24,29,11,20,0,0,0,166,344.83,both
3042,4/12/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,286,19,65,84,12.0,24,29,11,20,0,0,0,166,344.83,both
3043,4/12/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,286,19,65,84,12.0,24,29,11,20,0,0,0,166,344.83,both
3044,4/12/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,286,19,65,84,12.0,24,29,11,20,0,0,0,166,344.83,both
3045,4/12/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,47,0,3,44,44,21,0,2,19,21,24,0,0,24,24,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,286,19,65,84,12.0,24,29,11,20,0,0,0,166,344.83,both
3046,4/19/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,363,33,33,330,330,238,20,20,218,218,242,20,20,222,222,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,248,15,67,82,11.71,16,21,22,20,3,0,0,205,425.84,both
3047,4/19/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,248,15,67,82,11.71,16,21,22,20,3,0,0,205,425.84,both
3048,4/19/2021,Ellensburg School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,248,15,67,82,11.71,16,21,22,20,3,0,0,205,425.84,both
3049,4/19/2021,Kittitas School District,Typical/Traditional In-Person,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,240,0,6,234,234,142,0,10,90,134,207,0,52,127,174,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,248,15,67,82,11.71,16,21,22,20,3,0,0,205,425.84,both
3050,4/19/2021,Thorp School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,121,0,0,121,121,58,0,0,58,58,40,0,9,31,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,248,15,67,82,11.71,16,21,22,20,3,0,0,205,425.84,both
3051,4/19/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,48,0,3,45,45,22,0,2,20,20,26,0,0,26,26,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,248,15,67,82,11.71,16,21,22,20,3,0,0,205,425.84,both
3052,4/26/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,363,33,33,330,330,238,20,20,218,218,242,20,20,222,222,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,210,21,102,123,17.57,24,54,26,14,5,0,0,246,511.01,both
3053,4/26/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,210,21,102,123,17.57,24,54,26,14,5,0,0,246,511.01,both
3054,4/26/2021,Ellensburg School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,210,21,102,123,17.57,24,54,26,14,5,0,0,246,511.01,both
3055,4/26/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,45,0,3,42,42,20,0,2,18,18,22,0,0,22,22,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,210,21,102,123,17.57,24,54,26,14,5,0,0,246,511.01,both
3056,5/3/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,367,29,29,338,338,245,17,17,228,228,250,20,20,230,230,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,171,21,102,123,17.57,31,63,13,11,3,2,0,204,423.76,both
3057,5/3/2021,Thorp School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,121,0,0,121,121,58,0,0,58,58,40,0,9,31,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,171,21,102,123,17.57,31,63,13,11,3,2,0,204,423.76,both
3058,5/3/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,44,0,3,41,41,21,0,2,19,19,24,0,0,24,24,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,171,21,102,123,17.57,31,63,13,11,3,2,0,204,423.76,both
3059,5/10/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,367,29,29,338,338,245,17,17,228,228,250,20,20,230,230,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,132,11,70,81,11.57,16,38,14,11,1,1,0,132,274.2,both
3060,5/10/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,132,11,70,81,11.57,16,38,14,11,1,1,0,132,274.2,both
3061,5/10/2021,Ellensburg School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,132,11,70,81,11.57,16,38,14,11,1,1,0,132,274.2,both
3062,5/10/2021,Kittitas School District,Typical/Traditional In-Person,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,244,0,6,238,238,145,0,8,128,9,227,0,51,107,30,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,132,11,70,81,11.57,16,38,14,11,1,1,0,132,274.2,both
3063,5/10/2021,Thorp School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,121,0,0,121,121,58,0,0,58,58,40,0,9,31,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,132,11,70,81,11.57,16,38,14,11,1,1,0,132,274.2,both
3064,5/10/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,44,0,3,41,41,21,0,2,19,19,24,0,0,24,24,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,132,11,70,81,11.57,16,38,14,11,1,1,0,132,274.2,both
3065,5/17/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,367,29,29,338,338,245,17,17,228,228,250,20,20,230,230,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,93,12,39,51,7.29,4,25,11,9,2,0,0,97,201.5,both
3066,5/17/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,93,12,39,51,7.29,4,25,11,9,2,0,0,97,201.5,both
3067,5/17/2021,Ellensburg School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,93,12,39,51,7.29,4,25,11,9,2,0,0,97,201.5,both
3068,5/17/2021,Kittitas School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,244,0,6,238,238,145,0,7,130,8,227,0,50,150,27,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,93,12,39,51,7.29,4,25,11,9,2,0,0,97,201.5,both
3069,5/17/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,44,0,3,41,41,21,0,2,19,19,24,0,0,24,24,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,93,12,39,51,7.29,4,25,11,9,2,0,0,97,201.5,both
3070,5/24/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,367,29,29,338,338,245,17,17,228,228,250,20,20,230,230,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,54,16,30,46,6.57,12,12,11,8,3,0,0,94,195.26,both
3071,5/24/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,54,16,30,46,6.57,12,12,11,8,3,0,0,94,195.26,both
3072,5/24/2021,Ellensburg School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,54,16,30,46,6.57,12,12,11,8,3,0,0,94,195.26,both
3073,5/24/2021,Thorp School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,121,0,0,121,121,58,0,0,58,58,40,0,9,31,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,54,16,30,46,6.57,12,12,11,8,3,0,0,94,195.26,both
3074,5/24/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,44,0,3,41,41,21,0,2,19,19,24,0,0,24,24,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,54,16,30,46,6.57,12,12,11,8,3,0,0,94,195.26,both
3075,5/31/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,367,29,29,338,338,245,17,17,228,228,250,20,20,230,230,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,17,9,39,48,6.86,12,16,7,8,5,0,0,80,166.18,both
3076,5/31/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,17,9,39,48,6.86,12,16,7,8,5,0,0,80,166.18,both
3077,5/31/2021,Ellensburg School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,17,9,39,48,6.86,12,16,7,8,5,0,0,80,166.18,both
3078,5/31/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,44,0,3,41,41,21,0,2,19,19,24,0,0,24,24,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,17,9,39,48,6.86,12,16,7,8,5,0,0,80,166.18,both
3079,1/18/2021,Colfax School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,276,0,0,276,276,75,0,0,38,75,189,0,0,95,189,District,Whitman,512,244,0,268,1,3,0,25,0,37,446,1,16,9,156,0,6,20,22,82,511,496,503,356,512,506,492,490,430,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3080,1/18/2021,Colton School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,80,0,0,80,80,32,0,0,32,32,41,0,0,41,41,District,Whitman,169,82,1,86,0,1,0,7,0,1,160,0,0,4,51,0,2,5,0,27,169,169,165,118,169,167,164,169,142,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3081,1/18/2021,Endicott School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,37,0,0,36,36,46,0,0,44,44,0,0,0,0,0,District,Whitman,93,40,0,53,0,0,0,9,0,2,82,1,0,0,57,0,2,5,0,15,92,93,93,36,93,91,88,93,78,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3082,1/18/2021,Garfield School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,50,0,0,48,48,58,0,0,54,54,75,0,0,70,70,District,Whitman,117,55,1,61,3,0,1,3,0,9,101,0,0,3,64,0,0,3,0,18,117,117,114,53,117,117,114,117,99,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3083,1/18/2021,Lamont School District,,Partial In-Person for All Students,,,,,0,0,0,0,0,42,0,0,37,37,0,0,0,0,0,District,Whitman,41,21,0,20,0,0,0,4,0,1,36,0,4,1,21,0,2,4,1,8,41,37,40,20,41,39,37,40,33,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3084,1/18/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,0,83,83,37,0,0,37,37,53,0,0,51,51,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3085,1/18/2021,Palouse School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,87,0,0,71,72,58,0,0,56,58,85,0,0,71,79,District,Whitman,178,94,0,84,1,2,0,5,0,13,157,0,0,1,59,0,0,3,9,22,178,178,177,119,178,178,175,169,156,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3086,1/18/2021,Pullman School District,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",preschool - 3rd,1125,0,0,570,627,639,0,0,135,95,781,0,0,65,158,District,Whitman,2635,1285,4,1346,21,216,85,327,10,199,1777,144,136,27,785,0,13,112,155,362,2491,2499,2608,1850,2635,2622,2523,2480,2273,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3087,1/18/2021,St. John School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,65,0,0,64,64,0,0,0,0,0,68,0,0,67,67,District,Whitman,144,67,0,77,3,0,3,16,0,6,116,1,0,0,66,0,0,2,0,17,143,144,144,78,144,144,142,144,127,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3088,1/18/2021,Steptoe School District,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,,30,0,0,30,30,15,0,0,15,15,0,0,0,0,0,District,Whitman,68,37,1,30,0,0,0,2,0,1,65,0,1,0,0,0,3,2,0,6,68,67,68,68,68,65,66,68,62,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3089,1/18/2021,Tekoa School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,87,0,0,87,87,35,0,0,35,35,55,0,0,55,55,District,Whitman,191,100,0,91,6,1,3,23,0,2,156,1,1,0,116,0,0,10,3,37,190,190,191,75,191,191,181,188,154,766,0,85,85,12.14,14,47,8,9,5,2,0,149,295.17,both
3090,1/25/2021,Colfax School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,276,0,0,276,276,75,0,0,38,75,187,0,0,95,189,District,Whitman,512,244,0,268,1,3,0,25,0,37,446,1,16,9,156,0,6,20,22,82,511,496,503,356,512,506,492,490,430,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3091,1/25/2021,Colton School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,80,0,0,80,80,32,0,0,32,32,41,0,0,41,41,District,Whitman,169,82,1,86,0,1,0,7,0,1,160,0,0,4,51,0,2,5,0,27,169,169,165,118,169,167,164,169,142,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3092,1/25/2021,Endicott School District,Partial In-Person for All Students,Typical/Traditional In-Person,Not Applicable,,,,37,0,1,36,36,46,0,2,44,44,0,0,0,0,0,District,Whitman,93,40,0,53,0,0,0,9,0,2,82,1,0,0,57,0,2,5,0,15,92,93,93,36,93,91,88,93,78,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3093,1/25/2021,Garfield School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,50,0,2,48,48,58,0,4,54,54,84,0,6,78,78,District,Whitman,117,55,1,61,3,0,1,3,0,9,101,0,0,3,64,0,0,3,0,18,117,117,114,53,117,117,114,117,99,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3094,1/25/2021,Lamont School District,Not Applicable,Partial In-Person for All Students,Not Applicable,,,,0,0,0,0,0,43,0,6,37,39,0,0,0,0,0,District,Whitman,41,21,0,20,0,0,0,4,0,1,36,0,4,1,21,0,2,4,1,8,41,37,40,20,41,39,37,40,33,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3095,1/25/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,0,83,83,37,0,0,37,37,53,0,0,51,51,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3096,1/25/2021,Palouse School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,87,0,12,65,69,60,0,4,56,56,85,0,8,74,77,District,Whitman,178,94,0,84,1,2,0,5,0,13,157,0,0,1,59,0,0,3,9,22,178,178,177,119,178,178,175,169,156,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3097,1/25/2021,Pullman School District,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",preschool - 3rd,1125,0,0,570,627,639,0,0,135,95,781,0,0,65,158,District,Whitman,2635,1285,4,1346,21,216,85,327,10,199,1777,144,136,27,785,0,13,112,155,362,2491,2499,2608,1850,2635,2622,2523,2480,2273,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3098,1/25/2021,St. John School District,Partial In-Person for All Students,Not Applicable,Partial In-Person for All Students,,,,65,0,1,64,64,0,0,0,0,0,68,0,1,67,67,District,Whitman,144,67,0,77,3,0,3,16,0,6,116,1,0,0,66,0,0,2,0,17,143,144,144,78,144,144,142,144,127,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3099,1/25/2021,Steptoe School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,30,0,0,30,30,15,0,0,15,15,0,0,0,0,0,District,Whitman,68,37,1,30,0,0,0,2,0,1,65,0,1,0,0,0,3,2,0,6,68,67,68,68,68,65,66,68,62,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3100,1/25/2021,Tekoa School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,87,0,0,87,87,35,0,0,35,35,55,0,0,55,55,District,Whitman,191,100,0,91,6,1,3,23,0,2,156,1,1,0,116,0,0,10,3,37,190,190,191,75,191,191,181,188,154,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
3101,1/25/2021,LaCrosse School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,40,1,1,40,40,19,0,0,19,19,24,1,1,24,24,District,Whitman,88,40,1,47,1,0,0,4,0,0,83,0,2,0,35,0,0,5,0,11,88,86,88,53,88,88,83,88,77,726,0,64,64,9.14,15,20,14,9,5,1,0,110,217.91,both
